Week,Plate,Treatment,Same?,Temp,Genus,CrabID,Weight,Time,Well,528/20,XBlank
3,2,Pre,NA,14,C,12,208.5,10,B2,819,b3
3,2,Pre,NA,14,C,12,208.5,20,C2,979,b3
3,2,Pre,NA,14,C,12,208.5,30,D2,1087,b3
3,2,Pre,NA,14,C,12,208.5,40,E2,1320,b3
3,2,Pre,NA,14,C,12,208.5,50,F2,1507,b3
3,2,Pre,NA,14,C,12,208.5,60,G2,893,b3
3,2,Pre,NA,14,B,b3,NA,0,A3,689,NA
3,2,Pre,NA,14,B,b3,NA,10,B3,870,NA
3,2,Pre,NA,14,B,b3,NA,20,C3,891,NA
3,2,Pre,NA,14,B,b3,NA,30,D3,884,NA
3,2,Pre,NA,14,B,b3,NA,40,E3,923,NA
3,2,Pre,NA,14,B,b3,NA,50,F3,877,NA
3,2,Pre,NA,14,B,b3,NA,60,G3,1640,NA
3,2,Pre,NA,24,B,b4,NA,0,A4,639,NA
3,2,Pre,NA,24,B,b4,NA,10,B4,765,NA
3,2,Pre,NA,24,B,b4,NA,20,C4,813,NA
3,2,Pre,NA,24,B,b4,NA,30,D4,829,NA
3,2,Pre,NA,24,B,b4,NA,40,E4,788,NA
3,2,Pre,NA,24,B,b4,NA,50,F4,826,NA
3,2,Pre,NA,24,B,b4,NA,60,G4,791,NA
3,2,Post,TRUE,24,C,11,194.8,0,A7,1094,b4
3,2,Post,TRUE,24,C,11,194.8,10,B7,1681,b4
3,2,Post,TRUE,24,C,11,194.8,20,C7,1919,b4
3,2,Post,TRUE,24,C,11,194.8,30,D7,2066,b4
3,2,Post,TRUE,24,C,11,194.8,40,E7,2455,b4
3,2,Post,TRUE,24,C,11,194.8,50,F7,2735,b4
3,2,Post,TRUE,24,C,11,194.8,60,G7,2875,b4
3,2,Post,TRUE,14,C,12,208.5,0,A8,1077,b3
3,2,Post,TRUE,14,C,12,208.5,10,B8,1625,b3
3,2,Post,TRUE,14,C,12,208.5,20,C8,1624,b3
3,2,Post,TRUE,14,C,12,208.5,30,D8,1890,b3
3,2,Post,TRUE,14,C,12,208.5,40,E8,1832,b3
3,2,Post,TRUE,14,C,12,208.5,50,F8,2140,b3
3,2,Post,TRUE,14,C,12,208.5,60,G8,2010,b3
3,2,Post,TRUE,14,B,b3,NA,0,A9,1138,NA
3,2,Post,TRUE,14,B,b3,NA,10,B9,1216,NA
3,2,Post,TRUE,14,B,b3,NA,20,C9,1270,NA
3,2,Post,TRUE,14,B,b3,NA,30,D9,1290,NA
3,2,Post,TRUE,14,B,b3,NA,40,E9,1230,NA
3,2,Post,TRUE,14,B,b3,NA,50,F9,1260,NA
3,2,Post,TRUE,14,B,b3,NA,60,G9,1250,NA
3,2,Post,TRUE,24,B,b4,NA,0,A10,1062,NA
3,2,Post,TRUE,24,B,b4,NA,10,B10,1095,NA
3,2,Post,TRUE,24,B,b4,NA,20,C10,1185,NA
3,2,Post,TRUE,24,B,b4,NA,30,D10,1193,NA
3,2,Post,TRUE,24,B,b4,NA,40,E10,1225,NA
3,2,Post,TRUE,24,B,b4,NA,50,F10,1193,NA
3,2,Post,TRUE,24,B,b4,NA,60,G10,1259,NA
3,3,Post,TRUE,24,H,1,1.32,0,A1,1071,b2
3,3,Post,TRUE,24,H,1,1.32,10,B1,1746,b2
3,3,Post,TRUE,24,H,1,1.32,20,C1,1996,b2
3,3,Post,TRUE,24,H,1,1.32,30,D1,2420,b2
3,3,Post,TRUE,24,H,1,1.32,40,E1,2640,b2
3,3,Post,TRUE,24,H,1,1.32,50,F1,2957,b2
3,3,Post,TRUE,24,H,1,1.32,60,G1,2961,b2
3,3,Post,TRUE,14,H,r4,1.18,0,A2,1165,b1
3,3,Post,TRUE,14,H,r4,1.18,10,B2,1610,b1
3,3,Post,TRUE,14,H,r4,1.18,20,C2,1930,b1
3,3,Post,TRUE,14,H,r4,1.18,30,D2,2194,b1
3,3,Post,TRUE,14,H,r4,1.18,40,E2,2492,b1
3,3,Post,TRUE,14,H,r4,1.18,50,F2,2788,b1
3,3,Post,TRUE,14,H,r4,1.18,60,G2,3091,b1
3,3,Post,TRUE,24,H,r5,1.69,0,A3,1109,b2
3,3,Post,TRUE,24,H,r5,1.69,10,B3,2410,b2
3,3,Post,TRUE,24,H,r5,1.69,20,C3,3077,b2
3,3,Post,TRUE,24,H,r5,1.69,30,D3,3780,b2
3,3,Post,TRUE,24,H,r5,1.69,40,E3,4228,b2
3,3,Post,TRUE,24,H,r5,1.69,50,F3,5334,b2
3,3,Post,TRUE,24,H,r5,1.69,60,G3,5634,b2
3,3,Post,TRUE,14,H,4,1.06,0,A4,1204,b1
3,3,Post,TRUE,14,H,4,1.06,10,B4,1451,b1
3,3,Post,TRUE,14,H,4,1.06,20,C4,1608,b1
3,3,Post,TRUE,14,H,4,1.06,30,D4,1647,b1
3,3,Post,TRUE,14,H,4,1.06,40,E4,1836,b1
3,3,Post,TRUE,14,H,4,1.06,50,F4,2071,b1
3,3,Post,TRUE,14,H,4,1.06,60,G4,2167,b1
3,3,Post,TRUE,24,H,5,2.14,0,A5,1195,b2
3,3,Post,TRUE,24,H,5,2.14,10,B5,1925,b2
3,3,Post,TRUE,24,H,5,2.14,20,C5,2005,b2
3,3,Post,TRUE,24,H,5,2.14,30,D5,2802,b2
3,3,Post,TRUE,24,H,5,2.14,40,E5,3294,b2
3,3,Post,TRUE,24,H,5,2.14,50,F5,3918,b2
3,3,Post,TRUE,24,H,5,2.14,60,G5,4487,b2
3,3,Post,TRUE,14,H,6,1.67,0,A6,1158,b1
3,3,Post,TRUE,14,H,6,1.67,10,B6,1691,b1
3,3,Post,TRUE,14,H,6,1.67,20,C6,1876,b1
3,3,Post,TRUE,14,H,6,1.67,30,D6,1878,b1
3,3,Post,TRUE,14,H,6,1.67,40,E6,2191,b1
3,3,Post,TRUE,14,H,6,1.67,50,F6,2259,b1
3,3,Post,TRUE,14,H,6,1.67,60,G6,2647,b1
3,3,Post,TRUE,24,H,7,1.57,0,A7,1150,b2
3,3,Post,TRUE,24,H,7,1.57,10,B7,2146,b2
3,3,Post,TRUE,24,H,7,1.57,20,C7,2628,b2
3,3,Post,TRUE,24,H,7,1.57,30,D7,3111,b2
3,3,Post,TRUE,24,H,7,1.57,40,E7,3407,b2
3,3,Post,TRUE,24,H,7,1.57,50,F7,3983,b2
3,3,Post,TRUE,24,H,7,1.57,60,G7,4270,b2
3,3,Post,TRUE,24,H,8,1.06,0,A8,1142,b2
3,3,Post,TRUE,24,H,8,1.06,10,B8,1962,b2
3,3,Post,TRUE,24,H,8,1.06,20,C8,2308,b2
3,3,Post,TRUE,24,H,8,1.06,30,D8,2742,b2
3,3,Post,TRUE,24,H,8,1.06,40,E8,3287,b2
3,3,Post,TRUE,24,H,8,1.06,50,F8,3711,b2
3,3,Post,TRUE,24,H,8,1.06,60,G8,4104,b2
3,3,Post,TRUE,14,H,9,1.86,0,A9,1199,b1
3,3,Post,TRUE,14,H,9,1.86,10,B9,1973,b1
3,3,Post,TRUE,14,H,9,1.86,20,C9,2464,b1
3,3,Post,TRUE,14,H,9,1.86,30,D9,3020,b1
3,3,Post,TRUE,14,H,9,1.86,40,E9,3539,b1
3,3,Post,TRUE,14,H,9,1.86,50,F9,3809,b1
3,3,Post,TRUE,14,H,9,1.86,60,G9,4701,b1
3,3,Post,TRUE,14,H,10,1.3,0,A10,1132,b1
3,3,Post,TRUE,14,H,10,1.3,10,B10,1420,b1
3,3,Post,TRUE,14,H,10,1.3,20,C10,1621,b1
3,3,Post,TRUE,14,H,10,1.3,30,D10,1859,b1
3,3,Post,TRUE,14,H,10,1.3,40,E10,1897,b1
3,3,Post,TRUE,14,H,10,1.3,50,F10,2189,b1
3,3,Post,TRUE,14,H,10,1.3,60,G10,2367,b1
3,3,Post,TRUE,14,B,b1,NA,0,A11,1106,NA
3,3,Post,TRUE,14,B,b1,NA,10,B11,1227,NA
3,3,Post,TRUE,14,B,b1,NA,20,C11,1277,NA
3,3,Post,TRUE,14,B,b1,NA,30,D11,1290,NA
3,3,Post,TRUE,14,B,b1,NA,40,E11,1238,NA
3,3,Post,TRUE,14,B,b1,NA,50,F11,1192,NA
3,3,Post,TRUE,14,B,b1,NA,60,G11,1265,NA
3,3,Post,TRUE,24,B,b2,NA,0,A12,1153,NA
3,3,Post,TRUE,24,B,b2,NA,10,B12,1218,NA
3,3,Post,TRUE,24,B,b2,NA,20,C12,1271,NA
3,3,Post,TRUE,24,B,b2,NA,30,D12,1328,NA
3,3,Post,TRUE,24,B,b2,NA,40,E12,1328,NA
3,3,Post,TRUE,24,B,b2,NA,50,F12,1308,NA
3,3,Post,TRUE,24,B,b2,NA,60,G12,1294,NA
